id,name,smiles,mw,logp
Halo_Gen1_0098,Rimantadine-Core-Direct-Lactone-Head,CC(C12CC3CC(C1)CC(C3)C2)C1CC2(CCC1)OCC(=O)O2,318.45700000000005,4.2988000000000035
Halo_Gen1_0099,Rimantadine-Core-Direct-Cyclohexanone,CC(C12CC3CC(C1)CC(C3)C2)C1CCCCC1=O,260.42099999999994,4.598200000000004
Halo_Gen1_0100,Rimantadine-Core-Methyl-Hedione-Core,CC(C12CC3CC(C1)CC(C3)C2)CC1CC(=O)C(C1)CC(=O)OC,332.4840000000001,4.387400000000004
Halo_Gen1_0101,Rimantadine-Core-Methyl-Jasmone-Core,CC(C12CC3CC(C1)CC(C3)C2)CC1CC(=O)C(C1)CC=CC,314.51300000000003,5.790500000000006
Halo_Gen1_0102,Rimantadine-Core-Methyl-Lactone-Head,CC(C12CC3CC(C1)CC(C3)C2)CC1CC2(CCC1)OCC(=O)O2,332.4840000000001,4.688900000000004
Halo_Gen1_0103,Rimantadine-Core-Methyl-Cyclohexanone,CC(C12CC3CC(C1)CC(C3)C2)CC1CCCCC1=O,274.4479999999999,4.988300000000005
Halo_Gen1_0104,Rimantadine-Core-Ethyl-Hedione-Core,CC(C12CC3CC(C1)CC(C3)C2)CCC1CC(=O)C(C1)CC(=O)OC,346.5110000000001,4.777500000000004
Halo_Gen1_0105,Rimantadine-Core-Ethyl-Jasmone-Core,CC(C12CC3CC(C1)CC(C3)C2)CCC1CC(=O)C(C1)CC=CC,328.54,6.180600000000007
Halo_Gen1_0106,Rimantadine-Core-Ethyl-Lactone-Head,CC(C12CC3CC(C1)CC(C3)C2)CCC1CC2(CCC1)OCC(=O)O2,346.51100000000014,5.079000000000005
Halo_Gen1_0107,Rimantadine-Core-Ethyl-Cyclohexanone,CC(C12CC3CC(C1)CC(C3)C2)CCC1CCCCC1=O,288.47499999999997,5.378400000000005
Halo_Gen1_0108,Rimantadine-Core-Propyl-Hedione-Core,CC(C12CC3CC(C1)CC(C3)C2)CCCC1CC(=O)C(C1)CC(=O)OC,360.5380000000001,5.167600000000005
Halo_Gen1_0109,Rimantadine-Core-Propyl-Jasmone-Core,CC(C12CC3CC(C1)CC(C3)C2)CCCC1CC(=O)C(C1)CC=CC,342.56700000000006,6.5707000000000075
Halo_Gen1_0110,Rimantadine-Core-Propyl-Lactone-Head,CC(C12CC3CC(C1)CC(C3)C2)CCCC1CC2(CCC1)OCC(=O)O2,360.5380000000002,5.469100000000005
Halo_Gen1_0111,Rimantadine-Core-Propyl-Cyclohexanone,CC(C12CC3CC(C1)CC(C3)C2)CCCC1CCCCC1=O,302.502,5.768500000000006
Halo_Gen1_0112,Rimantadine-Core-Ether-Hedione-Core,CC(C12CC3CC(C1)CC(C3)C2)OC1CC(=O)C(C1)CC(=O)OC,334.45600000000013,3.5187000000000026
Halo_Gen1_0113,Rimantadine-Core-Ether-Jasmone-Core,CC(C12CC3CC(C1)CC(C3)C2)OC1CC(=O)C(C1)CC=CC,316.48500000000007,4.921800000000005
Halo_Gen1_0114,Rimantadine-Core-Ether-Lactone-Head,CC(C12CC3CC(C1)CC(C3)C2)OC1CC2(CCC1)OCC(=O)O2,334.4560000000001,3.8202000000000025
Halo_Gen1_0115,Rimantadine-Core-Ether-Cyclohexanone,CC(C12CC3CC(C1)CC(C3)C2)OC1CCCCC1=O,276.41999999999996,4.119600000000004
Halo_Gen1_0116,Rimantadine-Core-ThioEther-Hedione-Core,CC(C12CC3CC(C1)CC(C3)C2)SC1CC(=O)C(C1)CC(=O)OC,350.5240000000001,4.235300000000004
Halo_Gen1_0117,Rimantadine-Core-ThioEther-Jasmone-Core,CC(C12CC3CC(C1)CC(C3)C2)SC1CC(=O)C(C1)CC=CC,332.55300000000005,5.638400000000006
Halo_Gen1_0118,Rimantadine-Core-ThioEther-Lactone-Head,CC(C12CC3CC(C1)CC(C3)C2)SC1CC2(CCC1)OCC(=O)O2,350.52400000000017,4.536800000000004
Halo_Gen1_0119,Rimantadine-Core-ThioEther-Cyclohexanone,CC(C12CC3CC(C1)CC(C3)C2)SC1CCCCC1=O,292.488,4.836200000000004
Halo_Gen1_0120,Rimantadine-Core-Amide-Hedione-Core,CC(C12CC3CC(C1)CC(C3)C2)NC(=O)C1CC(=O)C(C1)CC(=O)OC,361.48200000000014,2.8659000000000017
Halo_Gen1_0121,Rimantadine-Core-Amide-Jasmone-Core,CC(C12CC3CC(C1)CC(C3)C2)NC(=O)C1CC(=O)C(C1)CC=CC,343.5110000000001,4.269000000000004
Halo_Gen1_0122,Rimantadine-Core-Amide-Lactone-Head,CC(C12CC3CC(C1)CC(C3)C2)NC(=O)C1CC2(CCC1)OCC(=O)O2,361.4820000000002,3.1674000000000015
Halo_Gen1_0123,Rimantadine-Core-Amide-Cyclohexanone,CC(C12CC3CC(C1)CC(C3)C2)NC(=O)C1CCCCC1=O,303.4460000000001,3.466800000000002
Halo_Gen1_0124,Rimantadine-Core-ReverseAmide-Hedione-Core,CC(C12CC3CC(C1)CC(C3)C2)C(=O)NC1CC(=O)C(C1)CC(=O)OC,361.48200000000014,2.8659000000000017
Halo_Gen1_0125,Rimantadine-Core-ReverseAmide-Jasmone-Core,CC(C12CC3CC(C1)CC(C3)C2)C(=O)NC1CC(=O)C(C1)CC=CC,343.5110000000001,4.269000000000004
Halo_Gen1_0126,Rimantadine-Core-ReverseAmide-Lactone-Head,CC(C12CC3CC(C1)CC(C3)C2)C(=O)NC1CC2(CCC1)OCC(=O)O2,361.4820000000002,3.1674000000000015
Halo_Gen1_0127,Rimantadine-Core-ReverseAmide-Cyclohexanone,CC(C12CC3CC(C1)CC(C3)C2)C(=O)NC1CCCCC1=O,303.4460000000001,3.466800000000002
